n-gram,count
"('нигде', 'не', 'останавливалось', 'столько', 'народа', 'как', 'перед', 'картинною', 'лавочкою', 'щукином', 'дворе', 'эта', 'лавочка', 'представляла', 'точно', 'самое', 'разнородное')",1
"('не', 'останавливалось', 'столько', 'народа', 'как', 'перед', 'картинною', 'лавочкою', 'щукином', 'дворе', 'эта', 'лавочка', 'представляла', 'точно', 'самое', 'разнородное', 'собрание')",1
"('останавливалось', 'столько', 'народа', 'как', 'перед', 'картинною', 'лавочкою', 'щукином', 'дворе', 'эта', 'лавочка', 'представляла', 'точно', 'самое', 'разнородное', 'собрание', 'диковинок')",1
"('столько', 'народа', 'как', 'перед', 'картинною', 'лавочкою', 'щукином', 'дворе', 'эта', 'лавочка', 'представляла', 'точно', 'самое', 'разнородное', 'собрание', 'диковинок', 'картины')",1
"('народа', 'как', 'перед', 'картинною', 'лавочкою', 'щукином', 'дворе', 'эта', 'лавочка', 'представляла', 'точно', 'самое', 'разнородное', 'собрание', 'диковинок', 'картины', 'большею')",1
"('как', 'перед', 'картинною', 'лавочкою', 'щукином', 'дворе', 'эта', 'лавочка', 'представляла', 'точно', 'самое', 'разнородное', 'собрание', 'диковинок', 'картины', 'большею', 'частью')",1
"('перед', 'картинною', 'лавочкою', 'щукином', 'дворе', 'эта', 'лавочка', 'представляла', 'точно', 'самое', 'разнородное', 'собрание', 'диковинок', 'картины', 'большею', 'частью', 'писаны')",1
"('картинною', 'лавочкою', 'щукином', 'дворе', 'эта', 'лавочка', 'представляла', 'точно', 'самое', 'разнородное', 'собрание', 'диковинок', 'картины', 'большею', 'частью', 'писаны', 'масляными')",1
"('лавочкою', 'щукином', 'дворе', 'эта', 'лавочка', 'представляла', 'точно', 'самое', 'разнородное', 'собрание', 'диковинок', 'картины', 'большею', 'частью', 'писаны', 'масляными', 'красками')",1
"('щукином', 'дворе', 'эта', 'лавочка', 'представляла', 'точно', 'самое', 'разнородное', 'собрание', 'диковинок', 'картины', 'большею', 'частью', 'писаны', 'масляными', 'красками', 'покрыты')",1
"('дворе', 'эта', 'лавочка', 'представляла', 'точно', 'самое', 'разнородное', 'собрание', 'диковинок', 'картины', 'большею', 'частью', 'писаны', 'масляными', 'красками', 'покрыты', 'лаком')",1
"('эта', 'лавочка', 'представляла', 'точно', 'самое', 'разнородное', 'собрание', 'диковинок', 'картины', 'большею', 'частью', 'писаны', 'масляными', 'красками', 'покрыты', 'лаком', 'мишурных')",1
"('лавочка', 'представляла', 'точно', 'самое', 'разнородное', 'собрание', 'диковинок', 'картины', 'большею', 'частью', 'писаны', 'масляными', 'красками', 'покрыты', 'лаком', 'мишурных', 'рамах')",1
"('представляла', 'точно', 'самое', 'разнородное', 'собрание', 'диковинок', 'картины', 'большею', 'частью', 'писаны', 'масляными', 'красками', 'покрыты', 'лаком', 'мишурных', 'рамах', 'зима')",1
"('точно', 'самое', 'разнородное', 'собрание', 'диковинок', 'картины', 'большею', 'частью', 'писаны', 'масляными', 'красками', 'покрыты', 'лаком', 'мишурных', 'рамах', 'зима', 'белыми')",1
"('самое', 'разнородное', 'собрание', 'диковинок', 'картины', 'большею', 'частью', 'писаны', 'масляными', 'красками', 'покрыты', 'лаком', 'мишурных', 'рамах', 'зима', 'белыми', 'деревьями')",1
"('разнородное', 'собрание', 'диковинок', 'картины', 'большею', 'частью', 'писаны', 'масляными', 'красками', 'покрыты', 'лаком', 'мишурных', 'рамах', 'зима', 'белыми', 'деревьями', 'совершенно')",1
"('собрание', 'диковинок', 'картины', 'большею', 'частью', 'писаны', 'масляными', 'красками', 'покрыты', 'лаком', 'мишурных', 'рамах', 'зима', 'белыми', 'деревьями', 'совершенно', 'красный')",1
"('диковинок', 'картины', 'большею', 'частью', 'писаны', 'масляными', 'красками', 'покрыты', 'лаком', 'мишурных', 'рамах', 'зима', 'белыми', 'деревьями', 'совершенно', 'красный', 'вечер')",1
"('картины', 'большею', 'частью', 'писаны', 'масляными', 'красками', 'покрыты', 'лаком', 'мишурных', 'рамах', 'зима', 'белыми', 'деревьями', 'совершенно', 'красный', 'вечер', 'похожий')",1
