n-gram,count
департаменте называть каком департаменте сердитее всякого рода,1
называть каком департаменте сердитее всякого рода департаментов,1
каком департаменте сердитее всякого рода департаментов полков,1
департаменте сердитее всякого рода департаментов полков канцелярий,1
сердитее всякого рода департаментов полков канцелярий словом,1
всякого рода департаментов полков канцелярий словом всякого,1
рода департаментов полков канцелярий словом всякого рода,1
департаментов полков канцелярий словом всякого рода должностных,1
полков канцелярий словом всякого рода должностных сословий,1
канцелярий словом всякого рода должностных сословий всякий,1
словом всякого рода должностных сословий всякий частный,1
всякого рода должностных сословий всякий частный человек,1
рода должностных сословий всякий частный человек считает,1
должностных сословий всякий частный человек считает лице,1
сословий всякий частный человек считает лице своем,1
всякий частный человек считает лице своем оскорбленным,1
частный человек считает лице своем оскорбленным общество,1
человек считает лице своем оскорбленным общество говорят,1
считает лице своем оскорбленным общество говорят весьма,1
лице своем оскорбленным общество говорят весьма недавно,1
